1951,0.001723214
1952,0.001703357
1953,0.0016835
1954,0.001663643
1955,0.001643786
1956,0.001623929
1957,0.001604071
1958,0.001584214
1959,0.001564357
1960,0.001545333
1961,0.001555533
1962,0.001565733
1963,0.001575933
1964,0.001586133
1965,0.001596167
1966,0.001586567
1967,0.001576967
1968,0.001567367
1969,0.001557767
1970,0.001547667
1971,0.001517267
1972,0.001486867
1973,0.001456467
1974,0.001426067
1975,0.001396167
1976,0.001354567
1977,0.001312967
1978,0.001271367
1979,0.001229767
1980,0.001188
1981,0.0011682
1982,0.0011484
1983,0.0011286
1984,0.0011088
1985,0.001089167
1986,0.001071567
1987,0.001053967
1988,0.001036367
1989,0.001018767
1990,0.001000667
1991,0.000993867
1992,0.000987067
1993,0.000980267
1994,0.000973467
1995,0.0009665
1996,0.0009479
1997,0.0009293
1998,0.0009107
1999,0.0008921
2000,0.000874333
2001,0.000856333
2002,0.000838333
2003,0.000820333
2004,0.0008015
2005,0.0008015
2006,0.0008015
2007,0.0008015
2008,0.0008015
2009,0.0008015
2010,0.0008015
2011,0.0008015
2012,0.0008015
2013,0.0008015
2014,0.0008015
2015,0.0008015
2016,0.0008015
2017,0.0008015
2018,0.0008015
2019,0.0008015
2020,0.0008015
2021,0.0008015
2022,0.0008015
2023,0.0008015
2024,0.0008015
2025,0.0008015
2026,0.0008015
2027,0.0008015
2028,0.0008015
2029,0.0008015
2030,0.0008015
2031,0.0008015
2032,0.0008015
2033,0.0008015
2034,0.0008015
2035,0.0008015
2036,0.0008015
2037,0.0008015
2038,0.0008015
2039,0.0008015
2040,0.0008015
2041,0.0008015
2042,0.0008015
2043,0.0008015
2044,0.0008015
2045,0.0008015
2046,0.0008015
2047,0.0008015
2048,0.0008015
2049,0.0008015
2050,0.0008015
